"athlete_id","pos_type_id","pos_type_name","pos_type_abbreviation","pos_type_parent_id"
"8923","6","Wide Receiver","WR","4"
"8924","9","Linebacker","LB","1"
"8925","5","Running Back","RB","4"
"8926","9","Linebacker","LB","1"
"8927","9","Linebacker","LB","1"
"8928","16","Offensive Tackle","OT","4"
"2548","5","Running Back","RB","4"
"8929","8","Safety","S","3"
"8930","23","Punter","P","14"
"8931","5","Running Back","RB","4"
"8932","16","Offensive Tackle","OT","4"
"8933","12","Cornerback","CB","3"
"8934","5","Running Back","RB","4"
"8935","17","Tight End","TE","4"
"8936","7","Defensive End","DE","1"
"8937","6","Wide Receiver","WR","4"
"8938","22","Fullback","FB","5"
"8939","6","Wide Receiver","WR","4"
"8940","16","Offensive Tackle","OT","4"
"8941","16","Offensive Tackle","OT","4"
"8942","6","Wide Receiver","WR","4"
"8943","2","Defensive Tackle","DT","1"
"8944","3","Defensive Back","DB","1"
"8945","21","Strong Safety","SS","8"
"8946","24","Quarterback","QB","4"
"8947","17","Tight End","TE","4"
"8948","3","Defensive Back","DB","1"
"8949","9","Linebacker","LB","1"
"8950","12","Cornerback","CB","3"
"8951","7","Defensive End","DE","1"
"8952","9","Linebacker","LB","1"
"8953","26","Offensive Guard","OG","4"
"8954","26","Offensive Guard","OG","4"
"8955","6","Wide Receiver","WR","4"
"8956","8","Safety","S","3"
"8957","17","Tight End","TE","4"
"8958","6","Wide Receiver","WR","4"
"8959","9","Linebacker","LB","1"
"8960","15","Place kicker","PK","14"
"8961","9","Linebacker","LB","1"
"8962","21","Strong Safety","SS","8"
"8963","16","Offensive Tackle","OT","4"
"8964","16","Offensive Tackle","OT","4"
"8965","6","Wide Receiver","WR","4"
"8966","8","Safety","S","3"
"8967","9","Linebacker","LB","1"
"8968","9","Linebacker","LB","1"
"8969","2","Defensive Tackle","DT","1"
"8970","8","Safety","S","3"
"8971","22","Fullback","FB","5"
"8972","9","Linebacker","LB","1"
"8973","8","Safety","S","3"
"8974","7","Defensive End","DE","1"
"8975","17","Tight End","TE","4"
"8976","9","Linebacker","LB","1"
"8977","26","Offensive Guard","OG","4"
"8978","24","Quarterback","QB","4"
"8979","17","Tight End","TE","4"
"8980","21","Strong Safety","SS","8"
"8981","16","Offensive Tackle","OT","4"
"8982","6","Wide Receiver","WR","4"
"8983","6","Wide Receiver","WR","4"
"8984","9","Linebacker","LB","1"
"8985","5","Running Back","RB","4"
"8986","5","Running Back","RB","4"
"8987","9","Linebacker","LB","1"
"8988","11","Guard","G",\N
"8989","3","Defensive Back","DB","1"
"8990","2","Defensive Tackle","DT","1"
"8991","2","Defensive Tackle","DT","1"
"8992","9","Linebacker","LB","1"
"8993","6","Wide Receiver","WR","4"
"8994","5","Running Back","RB","4"
"8995","13","Center","C","4"
"8996","2","Defensive Tackle","DT","1"
"8997","12","Cornerback","CB","3"
"8998","9","Linebacker","LB","1"
"8999","3","Defensive Back","DB","1"
"9000","17","Tight End","TE","4"
"9001","6","Wide Receiver","WR","4"
"9002","17","Tight End","TE","4"
"9003","2","Defensive Tackle","DT","1"
"9004","9","Linebacker","LB","1"
"9005","2","Defensive Tackle","DT","1"
"9006","8","Safety","S","3"
"9007","2","Defensive Tackle","DT","1"
"9008","2","Defensive Tackle","DT","1"
"9009","17","Tight End","TE","4"
"9010","9","Linebacker","LB","1"
"9011","5","Running Back","RB","4"
"9012","7","Defensive End","DE","1"
"9013","9","Linebacker","LB","1"
"9014","16","Offensive Tackle","OT","4"
"9015","9","Linebacker","LB","1"
"9016","7","Defensive End","DE","1"
"9017","12","Cornerback","CB","3"
"9018","9","Linebacker","LB","1"
"9019","12","Cornerback","CB","3"
"9020","5","Running Back","RB","4"
"9021","6","Wide Receiver","WR","4"
"9022","9","Linebacker","LB","1"
"9023","7","Defensive End","DE","1"
"9024","3","Defensive Back","DB","1"
"9025","8","Safety","S","3"
"9026","6","Wide Receiver","WR","4"
"9027","9","Linebacker","LB","1"
"9028","6","Wide Receiver","WR","4"
"9029","13","Center","C","4"
"9030","22","Fullback","FB","5"
"9031","23","Punter","P","14"
"9032","12","Cornerback","CB","3"
"9033","6","Wide Receiver","WR","4"
"9034","6","Wide Receiver","WR","4"
"9035","11","Guard","G",\N
"9036","2","Defensive Tackle","DT","1"
"9037","11","Guard","G",\N
"9038","2","Defensive Tackle","DT","1"
"9039","6","Wide Receiver","WR","4"
"9040","6","Wide Receiver","WR","4"
"9041","8","Safety","S","3"
"9042","6","Wide Receiver","WR","4"
"9043","6","Wide Receiver","WR","4"
"9044","7","Defensive End","DE","1"
"9045","8","Safety","S","3"
"9046","8","Safety","S","3"
"9047","12","Cornerback","CB","3"
"9048","5","Running Back","RB","4"
"9049","16","Offensive Tackle","OT","4"
"9050","2","Defensive Tackle","DT","1"
"9051","18","Offensive Lineman","OL","4"
"9052","7","Defensive End","DE","1"
"9053","23","Punter","P","14"
"9054","9","Linebacker","LB","1"
"9055","5","Running Back","RB","4"
"9056","6","Wide Receiver","WR","4"
"9057","19","Long Snapper","LS","14"
"9058","7","Defensive End","DE","1"
"9059","16","Offensive Tackle","OT","4"
"9060","9","Linebacker","LB","1"
"9061","8","Safety","S","3"
"9062","7","Defensive End","DE","1"
"9063","16","Offensive Tackle","OT","4"
"9064","12","Cornerback","CB","3"
"9065","7","Defensive End","DE","1"
"9066","7","Defensive End","DE","1"
"9067","2","Defensive Tackle","DT","1"
"9068","2","Defensive Tackle","DT","1"
"9069","12","Cornerback","CB","3"
"9070","26","Offensive Guard","OG","4"
"9071","7","Defensive End","DE","1"
"9072","10","Unknown","-",\N
"9073","9","Linebacker","LB","1"
"9074","16","Offensive Tackle","OT","4"
"9075","6","Wide Receiver","WR","4"
"9076","5","Running Back","RB","4"
"9077","2","Defensive Tackle","DT","1"
"9078","5","Running Back","RB","4"
"9079","11","Guard","G",\N
"9080","13","Center","C","4"
"9081","13","Center","C","4"
"9082","2","Defensive Tackle","DT","1"
"5192","7","Defensive End","DE","1"
"9083","9","Linebacker","LB","1"
"9084","6","Wide Receiver","WR","4"
"9085","3","Defensive Back","DB","1"
"9086","8","Safety","S","3"
"9087","16","Offensive Tackle","OT","4"
"9088","13","Center","C","4"
"9089","17","Tight End","TE","4"
"9090","13","Center","C","4"
"9091","17","Tight End","TE","4"
"9092","9","Linebacker","LB","1"
"9093","16","Offensive Tackle","OT","4"
"9094","2","Defensive Tackle","DT","1"
"9095","3","Defensive Back","DB","1"
"9096","2","Defensive Tackle","DT","1"
"9097","12","Cornerback","CB","3"
"9098","6","Wide Receiver","WR","4"
"9099","16","Offensive Tackle","OT","4"
"9100","5","Running Back","RB","4"
"9101","9","Linebacker","LB","1"
"9102","24","Quarterback","QB","4"
"9103","9","Linebacker","LB","1"
"9104","6","Wide Receiver","WR","4"
"9105","7","Defensive End","DE","1"
"9106","7","Defensive End","DE","1"
"9107","6","Wide Receiver","WR","4"
"9108","7","Defensive End","DE","1"
"9109","17","Tight End","TE","4"
"9110","6","Wide Receiver","WR","4"
"9111","6","Wide Receiver","WR","4"
"9112","6","Wide Receiver","WR","4"
"9113","23","Punter","P","14"
"9114","20","Defensive Lineman","DL","1"
"9115","2","Defensive Tackle","DT","1"
"9116","12","Cornerback","CB","3"
"9117","9","Linebacker","LB","1"
"9118","16","Offensive Tackle","OT","4"
"9119","6","Wide Receiver","WR","4"
"9120","16","Offensive Tackle","OT","4"
"9121","8","Safety","S","3"
"9122","12","Cornerback","CB","3"
"9123","16","Offensive Tackle","OT","4"
"9124","2","Defensive Tackle","DT","1"
"9125","2","Defensive Tackle","DT","1"
"9126","17","Tight End","TE","4"
"9127","24","Quarterback","QB","4"
"9128","9","Linebacker","LB","1"
"9129","2","Defensive Tackle","DT","1"
"9130","6","Wide Receiver","WR","4"
"9131","7","Defensive End","DE","1"
"9132","3","Defensive Back","DB","1"
"9133","8","Safety","S","3"
"9134","16","Offensive Tackle","OT","4"
"9135","9","Linebacker","LB","1"
"9136","10","Unknown","-",\N
"9137","12","Cornerback","CB","3"
"9138","12","Cornerback","CB","3"
"9139","9","Linebacker","LB","1"
"9140","12","Cornerback","CB","3"
"9141","17","Tight End","TE","4"
"9142","9","Linebacker","LB","1"
"9143","12","Cornerback","CB","3"
"9144","6","Wide Receiver","WR","4"
"9145","23","Punter","P","14"
"9146","9","Linebacker","LB","1"
"9147","9","Linebacker","LB","1"
"9148","6","Wide Receiver","WR","4"
"9149","9","Linebacker","LB","1"
"9150","7","Defensive End","DE","1"
"9151","12","Cornerback","CB","3"
"9152","12","Cornerback","CB","3"
"9153","24","Quarterback","QB","4"
"9154","9","Linebacker","LB","1"
"9155","6","Wide Receiver","WR","4"
"9156","5","Running Back","RB","4"
"9157","9","Linebacker","LB","1"
"9158","6","Wide Receiver","WR","4"
"9159","17","Tight End","TE","4"
"9160","2","Defensive Tackle","DT","1"
"9161","25","Free Safety","FS","8"
"9162","5","Running Back","RB","4"
"9163","9","Linebacker","LB","1"
"9164","5","Running Back","RB","4"
"9165","9","Linebacker","LB","1"
"9166","6","Wide Receiver","WR","4"
"9167","3","Defensive Back","DB","1"
"9168","8","Safety","S","3"
"9169","9","Linebacker","LB","1"
"9170","6","Wide Receiver","WR","4"
"9171","9","Linebacker","LB","1"
"9172","6","Wide Receiver","WR","4"
"9173","6","Wide Receiver","WR","4"
"9174","9","Linebacker","LB","1"
"9175","12","Cornerback","CB","3"
"9176","6","Wide Receiver","WR","4"
"9177","6","Wide Receiver","WR","4"
"9178","6","Wide Receiver","WR","4"
"9179","6","Wide Receiver","WR","4"
"9180","16","Offensive Tackle","OT","4"
"9181","2","Defensive Tackle","DT","1"
"9182","6","Wide Receiver","WR","4"
"9183","5","Running Back","RB","4"
"9184","9","Linebacker","LB","1"
"9185","3","Defensive Back","DB","1"
"9186","12","Cornerback","CB","3"
"9187","16","Offensive Tackle","OT","4"
"9188","9","Linebacker","LB","1"
"9189","7","Defensive End","DE","1"
"9190","8","Safety","S","3"
"9191","12","Cornerback","CB","3"
"9192","12","Cornerback","CB","3"
"9193","12","Cornerback","CB","3"
"9194","2","Defensive Tackle","DT","1"
"9195","3","Defensive Back","DB","1"
"9196","6","Wide Receiver","WR","4"
"9197","2","Defensive Tackle","DT","1"
"9198","9","Linebacker","LB","1"
"9199","9","Linebacker","LB","1"
"9200","17","Tight End","TE","4"
"9201","2","Defensive Tackle","DT","1"
"9202","12","Cornerback","CB","3"
"9203","22","Fullback","FB","5"
"9204","12","Cornerback","CB","3"
"9205","8","Safety","S","3"
"9206","11","Guard","G",\N
"9207","9","Linebacker","LB","1"
"9208","3","Defensive Back","DB","1"
"9209","6","Wide Receiver","WR","4"
"9210","6","Wide Receiver","WR","4"
"3325","5","Running Back","RB","4"
"9211","17","Tight End","TE","4"
"9212","2","Defensive Tackle","DT","1"
"9213","5","Running Back","RB","4"
"9214","9","Linebacker","LB","1"
"9215","10","Unknown","-",\N
"9216","5","Running Back","RB","4"
"9217","9","Linebacker","LB","1"
"9218","9","Linebacker","LB","1"
"9219","9","Linebacker","LB","1"
"9220","24","Quarterback","QB","4"
"9221","6","Wide Receiver","WR","4"
"9222","7","Defensive End","DE","1"
"9223","9","Linebacker","LB","1"
"9224","12","Cornerback","CB","3"
"9225","16","Offensive Tackle","OT","4"
"9226","24","Quarterback","QB","4"
"9227","6","Wide Receiver","WR","4"
"9228","7","Defensive End","DE","1"
"9229","11","Guard","G",\N
"9230","7","Defensive End","DE","1"
"9231","12","Cornerback","CB","3"
"9232","6","Wide Receiver","WR","4"
"9233","9","Linebacker","LB","1"
"9234","9","Linebacker","LB","1"
"9235","6","Wide Receiver","WR","4"
"9236","5","Running Back","RB","4"
"9237","9","Linebacker","LB","1"
"9238","11","Guard","G",\N
"9239","2","Defensive Tackle","DT","1"
"9240","17","Tight End","TE","4"
"9241","12","Cornerback","CB","3"
"9242","9","Linebacker","LB","1"
"9243","9","Linebacker","LB","1"
"9244","12","Cornerback","CB","3"
"9245","2","Defensive Tackle","DT","1"
"9246","11","Guard","G",\N
"9247","12","Cornerback","CB","3"
"9248","6","Wide Receiver","WR","4"
"9249","2","Defensive Tackle","DT","1"
"9250","12","Cornerback","CB","3"
"9251","6","Wide Receiver","WR","4"
"9252","15","Place kicker","PK","14"
"9253","6","Wide Receiver","WR","4"
"9254","3","Defensive Back","DB","1"
"9255","3","Defensive Back","DB","1"
"9256","8","Safety","S","3"
"9257","3","Defensive Back","DB","1"
"9258","11","Guard","G",\N
"9259","9","Linebacker","LB","1"
"9260","16","Offensive Tackle","OT","4"
"9261","3","Defensive Back","DB","1"
"9262","3","Defensive Back","DB","1"
"9263","5","Running Back","RB","4"
"9264","25","Free Safety","FS","8"
"9265","3","Defensive Back","DB","1"
"9266","10","Unknown","-",\N
"9267","9","Linebacker","LB","1"
"9268","17","Tight End","TE","4"
"9269","7","Defensive End","DE","1"
"9270","11","Guard","G",\N
"9271","3","Defensive Back","DB","1"
"9272","7","Defensive End","DE","1"
"9273","6","Wide Receiver","WR","4"
"9274","10","Unknown","-",\N
"9275","3","Defensive Back","DB","1"
"9276","5","Running Back","RB","4"
"9277","11","Guard","G",\N
"9278","5","Running Back","RB","4"
"9279","9","Linebacker","LB","1"
"9280","8","Safety","S","3"
"9281","6","Wide Receiver","WR","4"
"9282","16","Offensive Tackle","OT","4"
"9283","17","Tight End","TE","4"
"9284","6","Wide Receiver","WR","4"
"9285","5","Running Back","RB","4"
"9286","6","Wide Receiver","WR","4"
"9287","6","Wide Receiver","WR","4"
"9288","6","Wide Receiver","WR","4"
"9289","16","Offensive Tackle","OT","4"
"9290","3","Defensive Back","DB","1"
"9291","6","Wide Receiver","WR","4"
"9292","2","Defensive Tackle","DT","1"
"9293","12","Cornerback","CB","3"
"9294","11","Guard","G",\N
"9295","7","Defensive End","DE","1"
"9296","16","Offensive Tackle","OT","4"
"9297","8","Safety","S","3"
"9298","9","Linebacker","LB","1"
"9299","5","Running Back","RB","4"
"9300","9","Linebacker","LB","1"
"9301","16","Offensive Tackle","OT","4"
"9302","16","Offensive Tackle","OT","4"
"9303","5","Running Back","RB","4"
"9304","6","Wide Receiver","WR","4"
"9305","9","Linebacker","LB","1"
"9306","9","Linebacker","LB","1"
"9307","12","Cornerback","CB","3"
"9308","7","Defensive End","DE","1"
"9309","16","Offensive Tackle","OT","4"
"9310","6","Wide Receiver","WR","4"
"9311","9","Linebacker","LB","1"
"9312","12","Cornerback","CB","3"
"9313","5","Running Back","RB","4"
"9314","5","Running Back","RB","4"
"9315","5","Running Back","RB","4"
"9316","5","Running Back","RB","4"
"9317","8","Safety","S","3"
"9318","16","Offensive Tackle","OT","4"
"9319","6","Wide Receiver","WR","4"
"9320","17","Tight End","TE","4"
"9321","9","Linebacker","LB","1"
"9322","17","Tight End","TE","4"
"9323","9","Linebacker","LB","1"
"9324","17","Tight End","TE","4"
"9325","7","Defensive End","DE","1"
"9326","6","Wide Receiver","WR","4"
"9327","9","Linebacker","LB","1"
"9328","7","Defensive End","DE","1"
"9329","7","Defensive End","DE","1"
"9330","6","Wide Receiver","WR","4"
"9331","6","Wide Receiver","WR","4"
"9332","5","Running Back","RB","4"
"9333","6","Wide Receiver","WR","4"
"9334","5","Running Back","RB","4"
"9335","26","Offensive Guard","OG","4"
"9336","12","Cornerback","CB","3"
"9337","11","Guard","G",\N
"9338","2","Defensive Tackle","DT","1"
"9339","5","Running Back","RB","4"
"9340","17","Tight End","TE","4"
"9341","9","Linebacker","LB","1"
"9342","17","Tight End","TE","4"
"9343","6","Wide Receiver","WR","4"
"9344","17","Tight End","TE","4"
"9345","9","Linebacker","LB","1"
"9346","8","Safety","S","3"
"9347","7","Defensive End","DE","1"
"9348","26","Offensive Guard","OG","4"
"9349","16","Offensive Tackle","OT","4"
"9350","3","Defensive Back","DB","1"
"9351","7","Defensive End","DE","1"
"9352","5","Running Back","RB","4"
"9353","10","Unknown","-",\N
"9354","15","Place kicker","PK","14"
"9355","5","Running Back","RB","4"
"9356","12","Cornerback","CB","3"
"9357","9","Linebacker","LB","1"
"9358","8","Safety","S","3"
"9359","5","Running Back","RB","4"
"9360","12","Cornerback","CB","3"
"9361","8","Safety","S","3"
"9362","3","Defensive Back","DB","1"
"9363","2","Defensive Tackle","DT","1"
"9364","12","Cornerback","CB","3"
"7751","3","Defensive Back","DB","1"
"9365","16","Offensive Tackle","OT","4"
"9366","3","Defensive Back","DB","1"
"9367","9","Linebacker","LB","1"
"9368","2","Defensive Tackle","DT","1"
"9369","7","Defensive End","DE","1"
"9370","5","Running Back","RB","4"
"9371","10","Unknown","-",\N
"9372","9","Linebacker","LB","1"
"9373","5","Running Back","RB","4"
"9374","5","Running Back","RB","4"
"9375","3","Defensive Back","DB","1"
"9376","3","Defensive Back","DB","1"
"9377","16","Offensive Tackle","OT","4"
"9378","7","Defensive End","DE","1"
"9379","8","Safety","S","3"
"9380","9","Linebacker","LB","1"
"9381","5","Running Back","RB","4"
"9382","13","Center","C","4"
"9383","5","Running Back","RB","4"
"9384","9","Linebacker","LB","1"
"9385","3","Defensive Back","DB","1"
"9386","8","Safety","S","3"
"9387","23","Punter","P","14"
"9388","5","Running Back","RB","4"
"9389","12","Cornerback","CB","3"
"9390","9","Linebacker","LB","1"
"9391","9","Linebacker","LB","1"
"9392","9","Linebacker","LB","1"
"9393","12","Cornerback","CB","3"
"9394","12","Cornerback","CB","3"
"9395","17","Tight End","TE","4"
"9396","6","Wide Receiver","WR","4"
"9397","13","Center","C","4"
"9398","11","Guard","G",\N
"9399","13","Center","C","4"
"9400","2","Defensive Tackle","DT","1"
"9401","16","Offensive Tackle","OT","4"
"9402","24","Quarterback","QB","4"
"9403","22","Fullback","FB","5"
"9404","24","Quarterback","QB","4"
"9405","9","Linebacker","LB","1"
"9406","16","Offensive Tackle","OT","4"
"9407","9","Linebacker","LB","1"
"9408","15","Place kicker","PK","14"
"9409","24","Quarterback","QB","4"
"9410","8","Safety","S","3"
"9411","24","Quarterback","QB","4"
"9412","6","Wide Receiver","WR","4"
"9413","9","Linebacker","LB","1"
"9414","7","Defensive End","DE","1"
"9415","3","Defensive Back","DB","1"
"9416","9","Linebacker","LB","1"
"9417","16","Offensive Tackle","OT","4"
"9418","13","Center","C","4"
"9419","12","Cornerback","CB","3"
"9420","17","Tight End","TE","4"
"9421","11","Guard","G",\N
"9422","17","Tight End","TE","4"
"9423","7","Defensive End","DE","1"
"9424","13","Center","C","4"
"9425","16","Offensive Tackle","OT","4"
"9426","8","Safety","S","3"
"9427","7","Defensive End","DE","1"
"9428","7","Defensive End","DE","1"
"9429","5","Running Back","RB","4"
"9430","7","Defensive End","DE","1"
"9431","9","Linebacker","LB","1"
"9432","7","Defensive End","DE","1"
"9433","7","Defensive End","DE","1"
"9434","17","Tight End","TE","4"
"9435","2","Defensive Tackle","DT","1"
"9436","11","Guard","G",\N
"9437","8","Safety","S","3"
"9438","24","Quarterback","QB","4"
"9439","8","Safety","S","3"
"9440","3","Defensive Back","DB","1"
"9441","24","Quarterback","QB","4"
"9442","23","Punter","P","14"
"9443","6","Wide Receiver","WR","4"
"9444","9","Linebacker","LB","1"
"9445","5","Running Back","RB","4"
"9446","7","Defensive End","DE","1"
"9447","22","Fullback","FB","5"
"9448","13","Center","C","4"
"9449","15","Place kicker","PK","14"
"9450","16","Offensive Tackle","OT","4"
"9451","17","Tight End","TE","4"
"9452","15","Place kicker","PK","14"
"9453","23","Punter","P","14"
"9454","7","Defensive End","DE","1"
"9455","10","Unknown","-",\N
"9456","7","Defensive End","DE","1"
"9457","18","Offensive Lineman","OL","4"
"9458","16","Offensive Tackle","OT","4"
"9459","6","Wide Receiver","WR","4"
"9460","9","Linebacker","LB","1"
"9461","6","Wide Receiver","WR","4"
"9462","13","Center","C","4"
"9463","24","Quarterback","QB","4"
"9464","9","Linebacker","LB","1"
"9465","13","Center","C","4"
"9466","6","Wide Receiver","WR","4"
"9467","5","Running Back","RB","4"
"9468","5","Running Back","RB","4"
"9469","7","Defensive End","DE","1"
"9470","16","Offensive Tackle","OT","4"
"9471","9","Linebacker","LB","1"
"9472","9","Linebacker","LB","1"
"9473","24","Quarterback","QB","4"
"9474","9","Linebacker","LB","1"
"9475","8","Safety","S","3"
"9476","3","Defensive Back","DB","1"
"9477","7","Defensive End","DE","1"
"9478","8","Safety","S","3"
"9479","6","Wide Receiver","WR","4"
"9480","7","Defensive End","DE","1"
"9481","9","Linebacker","LB","1"
"9482","22","Fullback","FB","5"
"9483","5","Running Back","RB","4"
"9484","6","Wide Receiver","WR","4"
"9485","11","Guard","G",\N
"9486","7","Defensive End","DE","1"
"9487","26","Offensive Guard","OG","4"
"9488","7","Defensive End","DE","1"
"9489","17","Tight End","TE","4"
"9490","6","Wide Receiver","WR","4"
"9491","13","Center","C","4"
"9492","24","Quarterback","QB","4"
"9493","12","Cornerback","CB","3"
"9494","9","Linebacker","LB","1"
"9495","9","Linebacker","LB","1"
"9496","9","Linebacker","LB","1"
"9497","7","Defensive End","DE","1"
"9498","9","Linebacker","LB","1"
"9499","16","Offensive Tackle","OT","4"
"9500","17","Tight End","TE","4"
"9501","3","Defensive Back","DB","1"
"9502","5","Running Back","RB","4"
"9503","17","Tight End","TE","4"
"9504","10","Unknown","-",\N
"9505","2","Defensive Tackle","DT","1"
"9506","13","Center","C","4"
"9507","17","Tight End","TE","4"
"9508","11","Guard","G",\N
"9509","2","Defensive Tackle","DT","1"
"9510","17","Tight End","TE","4"
"9511","9","Linebacker","LB","1"
"9512","24","Quarterback","QB","4"
"9513","2","Defensive Tackle","DT","1"
"9514","6","Wide Receiver","WR","4"
"9515","5","Running Back","RB","4"
"9516","5","Running Back","RB","4"
"9517","6","Wide Receiver","WR","4"
"9518","3","Defensive Back","DB","1"
"9519","9","Linebacker","LB","1"
"9520","12","Cornerback","CB","3"
"9521","24","Quarterback","QB","4"
"9522","18","Offensive Lineman","OL","4"
"9523","16","Offensive Tackle","OT","4"
"9524","12","Cornerback","CB","3"
"9525","10","Unknown","-",\N
"9526","9","Linebacker","LB","1"
"9527","24","Quarterback","QB","4"
"9528","9","Linebacker","LB","1"
"9529","6","Wide Receiver","WR","4"
"9530","12","Cornerback","CB","3"
"9531","12","Cornerback","CB","3"
"9532","6","Wide Receiver","WR","4"
"9533","3","Defensive Back","DB","1"
"9534","17","Tight End","TE","4"
"9535","3","Defensive Back","DB","1"
"9536","13","Center","C","4"
"9537","9","Linebacker","LB","1"
"9538","7","Defensive End","DE","1"
"9539","7","Defensive End","DE","1"
"9540","2","Defensive Tackle","DT","1"
"9541","16","Offensive Tackle","OT","4"
"9542","12","Cornerback","CB","3"
"9543","5","Running Back","RB","4"
"9544","9","Linebacker","LB","1"
"9545","9","Linebacker","LB","1"
"9546","7","Defensive End","DE","1"
"9547","9","Linebacker","LB","1"
"9548","25","Free Safety","FS","8"
"9549","26","Offensive Guard","OG","4"
"9550","2","Defensive Tackle","DT","1"
"9551","16","Offensive Tackle","OT","4"
"9552","9","Linebacker","LB","1"
"9553","6","Wide Receiver","WR","4"
"9554","6","Wide Receiver","WR","4"
"9555","6","Wide Receiver","WR","4"
"9556","12","Cornerback","CB","3"
"9557","13","Center","C","4"
"9558","26","Offensive Guard","OG","4"
"9559","10","Unknown","-",\N
"9560","12","Cornerback","CB","3"
"9561","9","Linebacker","LB","1"
"9562","17","Tight End","TE","4"
"9563","2","Defensive Tackle","DT","1"
"9564","9","Linebacker","LB","1"
"9565","2","Defensive Tackle","DT","1"
"9566","26","Offensive Guard","OG","4"
"9567","9","Linebacker","LB","1"
"9568","9","Linebacker","LB","1"
"9569","2","Defensive Tackle","DT","1"
"9570","2","Defensive Tackle","DT","1"
"9571","21","Strong Safety","SS","8"
"9572","16","Offensive Tackle","OT","4"
"9573","10","Unknown","-",\N
"9574","6","Wide Receiver","WR","4"
"9575","12","Cornerback","CB","3"
"9576","6","Wide Receiver","WR","4"
"9577","8","Safety","S","3"
"9578","6","Wide Receiver","WR","4"
"9579","9","Linebacker","LB","1"
"9580","6","Wide Receiver","WR","4"
"9581","12","Cornerback","CB","3"
"9582","6","Wide Receiver","WR","4"
"9583","6","Wide Receiver","WR","4"
"9584","23","Punter","P","14"
"9585","8","Safety","S","3"
"9586","16","Offensive Tackle","OT","4"
"9587","11","Guard","G",\N
"9588","6","Wide Receiver","WR","4"
"9589","23","Punter","P","14"
"9590","3","Defensive Back","DB","1"
"9591","7","Defensive End","DE","1"
"9592","2","Defensive Tackle","DT","1"
"9593","22","Fullback","FB","5"
"9594","7","Defensive End","DE","1"
"9595","9","Linebacker","LB","1"
"9596","16","Offensive Tackle","OT","4"
"9597","24","Quarterback","QB","4"
"9598","15","Place kicker","PK","14"
"9599","22","Fullback","FB","5"
"9600","9","Linebacker","LB","1"
"9601","8","Safety","S","3"
"9602","8","Safety","S","3"
"9603","10","Unknown","-",\N
"9604","12","Cornerback","CB","3"
"9605","9","Linebacker","LB","1"
"9606","2","Defensive Tackle","DT","1"
"9607","9","Linebacker","LB","1"
"9608","9","Linebacker","LB","1"
"9609","6","Wide Receiver","WR","4"
"9610","13","Center","C","4"
"9611","6","Wide Receiver","WR","4"
"9612","19","Long Snapper","LS","14"
"9613","5","Running Back","RB","4"
"9614","3","Defensive Back","DB","1"
"9615","23","Punter","P","14"
"9616","11","Guard","G",\N
"9617","7","Defensive End","DE","1"
"9618","6","Wide Receiver","WR","4"
"9619","17","Tight End","TE","4"
"9620","21","Strong Safety","SS","8"
"9621","9","Linebacker","LB","1"
"9622","16","Offensive Tackle","OT","4"
"9623","15","Place kicker","PK","14"
"9624","6","Wide Receiver","WR","4"
"9625","7","Defensive End","DE","1"
"9626","2","Defensive Tackle","DT","1"
"9627","9","Linebacker","LB","1"
"9628","13","Center","C","4"
"9629","24","Quarterback","QB","4"
"9630","8","Safety","S","3"
"9631","9","Linebacker","LB","1"
"9632","2","Defensive Tackle","DT","1"
"9633","12","Cornerback","CB","3"
"9634","5","Running Back","RB","4"
"9635","12","Cornerback","CB","3"
"9636","16","Offensive Tackle","OT","4"
"9637","15","Place kicker","PK","14"
"9638","12","Cornerback","CB","3"
"9639","9","Linebacker","LB","1"
"9640","6","Wide Receiver","WR","4"
"9641","15","Place kicker","PK","14"
"9642","5","Running Back","RB","4"
"9643","17","Tight End","TE","4"
"9644","17","Tight End","TE","4"
"9645","6","Wide Receiver","WR","4"
"9646","8","Safety","S","3"
"9647","5","Running Back","RB","4"
"9648","9","Linebacker","LB","1"
"9649","11","Guard","G",\N
"9650","8","Safety","S","3"
"9651","5","Running Back","RB","4"
"9652","12","Cornerback","CB","3"
"9060","6","Wide Receiver","WR","4"
"9653","3","Defensive Back","DB","1"
"9654","9","Linebacker","LB","1"
"9655","6","Wide Receiver","WR","4"
"9656","24","Quarterback","QB","4"
"9657","7","Defensive End","DE","1"
"9658","9","Linebacker","LB","1"
"9659","26","Offensive Guard","OG","4"
"9660","12","Cornerback","CB","3"
"9661","10","Unknown","-",\N
"9662","16","Offensive Tackle","OT","4"
"9663","11","Guard","G",\N
"9664","17","Tight End","TE","4"
"9665","8","Safety","S","3"
"9666","6","Wide Receiver","WR","4"
"9667","3","Defensive Back","DB","1"
"9668","12","Cornerback","CB","3"
"9669","2","Defensive Tackle","DT","1"
"9670","12","Cornerback","CB","3"
"9671","9","Linebacker","LB","1"
"9672","7","Defensive End","DE","1"
"9673","23","Punter","P","14"
"9674","7","Defensive End","DE","1"
"9675","6","Wide Receiver","WR","4"
"9676","24","Quarterback","QB","4"
"9677","10","Unknown","-",\N
"9678","7","Defensive End","DE","1"
"9679","6","Wide Receiver","WR","4"
"9680","5","Running Back","RB","4"
"9681","12","Cornerback","CB","3"
"9682","24","Quarterback","QB","4"
"9683","11","Guard","G",\N
"9684","2","Defensive Tackle","DT","1"
